Politician,Information,Link,Picture
Sara Jacobs,"Sara Josephine Jacobs (born February 1, 1989) is an American politician serving as the U.S. representative for California's 51st congressional district, previously representing the 53rd congressional district from 2021 to 2023. Her district includes central and eastern portions of San Diego, as well as eastern suburbs such as El Cajon, La Mesa, Spring Valley, and Lemon Grove. A member of the Democratic Party, she is the youngest member of California's congressional delegation. She is the Caucus Leadership Representative, making her the youngest member of the Democratic House leadership.",https://en.wikipedia.org/wiki/Sara_Jacobs,https://upload.wikimedia.org/wikipedia/commons/b/b0/Representative_Sara_Jacobs_full_portrait.jpg
"Frank Pallone, Jr.","Frank Joseph Pallone Jr. ( pə-LOHN; born October 30, 1951) is an American lawyer and politician serving as the U.S. representative for New Jersey's 6th congressional district since 1988.  He is a member of the Democratic Party. The district, numbered as the 3rd district from 1988 to 1993, is in the north-central part of the state and includes New Brunswick, Woodbridge Township, Perth Amboy, Sayreville, Edison, Piscataway and Asbury Park. Pallone is the ranking member of the House Energy and Commerce Committee.

",https://en.wikipedia.org/wiki/Frank_Pallone,https://upload.wikimedia.org/wikipedia/commons/d/da/Frank_Pallone.png
Dean Phillips,"Dean Benson Phillips (né Pfefer; born January 20, 1969) is an American politician and businessman who served from 2019 to 2025 as the U.S. representative for Minnesota's 3rd congressional district. A member of the Democratic Party, his district encompasses the western suburbs of the Twin Cities, such as Bloomington, Minnetonka, Edina, Maple Grove, Plymouth, and Eden Prairie. Outside of politics, Phillips is the former co-owner of Talenti gelato, co-owns Penny's Coffee, and has served as president and CEO of his family's liquor business, the Phillips Distilling Company.
Phillips was first elected in 2018, defeating six-term Republican incumbent Erik Paulsen. He became the first Democrat to win the seat since 1958, and was afterward reelected twice by comfortable margins. In November 2023, Phillips announced that he would not run for reelection. Despite consistently voting in support of President Joe Biden's policy positions, he challenged him for the Democratic Party nomination in the 2024 U.S. presidential election. Phillips received four delegates to the 2024 Democratic National Convention, the second-most of any candidate in the primaries, making him the runner-up to Biden for the 2024 Democratic nomination.",https://en.wikipedia.org/wiki/Dean_Phillips,https://upload.wikimedia.org/wikipedia/commons/b/bb/DeanPhillips.jpg
Stephanie I. Bice,"Stephanie Irene Bice (née Asady; born November 11, 1973) is an American politician serving as the U.S. representative for Oklahoma's 5th congressional district since 2021. She is the first American of Balochi descent to be elected to Congress.
A member of the Republican Party, Bice previously represented the 22nd district in the Oklahoma Senate from 2014 to 2020.

",https://en.wikipedia.org/wiki/Stephanie_Bice,https://upload.wikimedia.org/wikipedia/commons/a/a7/Rep._Stephanie_Bice%2C_117th_Congress_%28cropped%29.jpg
Brian Higgins,"Brian Michael Higgins (born October 6, 1959) is an American former politician who was the U.S. representative for New York's 26th congressional district, from 2005 until 2024. The district, numbered as the 27th district from 2005 to 2013 and as the 26th from 2013 to 2024, included Buffalo and Niagara Falls, along with some surrounding urban and suburban areas. Higgins is a member of the Democratic Party, and of several congressional committees and caucuses. He was born and raised Buffalo, New York, before obtaining a bachelor's and master's from Buffalo State College and an MPA from Harvard University.",https://en.wikipedia.org/wiki/Brian_Higgins,https://upload.wikimedia.org/wikipedia/commons/2/2c/Brian_Higgins_official_photo.jpg
Cheri Bustos,"Cheryl Lea Bustos ( BOOST-ohss; née Callahan; born October 17, 1961) is an American journalist, healthcare executive, and politician who served as the U.S. representative from Illinois's 17th congressional district from 2013 to 2023. A member of the Democratic Party, she is the first woman elected to Congress from her district in the northwestern part of the state, anchored by the Illinois side of the Quad Cities and partially including Peoria and Rockford. In 2019, Bustos became chair of the Democratic Congressional Campaign Committee (DCCC).
Elected to the East Moline City Council in 2007, Bustos defeated Republican Party incumbent Bobby Schilling in the 2012 election and a 2014 rematch. In 2021, Bustos and Senator Dick Durbin were the only Democrats in Illinois's congressional delegation who are not from the Chicago area. On April 30, 2021, she announced that she would retire at the end of the 117th U.S. Congress.
In January 2023, the Washington, DC–based public affairs and lobbying firm Mercury Public Affairs announced that Bustos had joined the firm as a consultant.

",https://en.wikipedia.org/wiki/Cheri_Bustos,https://upload.wikimedia.org/wikipedia/commons/3/31/Cheri_Bustos_official_photo.jpg
Ed Case,"Edward Espenett Case (born September 27, 1952) is an American lawyer and politician. A member of the Democratic Party, he has served as the U.S. representative for Hawaii's 1st congressional district since 2019, which covers the urban core of Honolulu. He represented the 2nd district, which covers the rest of the state, from 2002 to 2007.
Case first came to prominence in Hawaii as majority leader of the Hawaii State Legislature and in his 2002 campaign for governor of Hawaii, when he was a Blue Dog Democrat. He was elected to the House of Representatives in 2002 in a special election to fill the seat of Patsy Mink, who died of pneumonia, Case represented Hawaii's 2nd congressional district until 2006, when he unsuccessfully challenged Daniel Akaka in the Democratic primary for the U.S. Senate.
In 2010, Case was one of two Democratic candidates in the special election for Hawaii's 1st congressional district. With the Democratic vote split, Republican Councilman Charles Djou's 39% of the vote earned him the seat. Case ran again in the Democratic primary for the November general election, but suspended his campaign in May. Colleen Hanabusa, Case's fellow Democrat in the special election, won the primary and the general election against Djou. Case again ran for the Senate in 2012 after Akaka announced his retirement, but lost to Mazie Hirono.
In July 2013, Case announced that he was joining Outrigger Enterprises Group and that his political career was ""likely"" over. In June 2018, Case announced he would run again in Hawaii's 1st congressional district. He won the crowded Democratic primary election in August and the general election. He took office in January 2019.",https://en.wikipedia.org/wiki/Ed_Case,https://upload.wikimedia.org/wikipedia/commons/2/25/Ed_Case%2C_official_photo_portrait_color.jpg
Elaine G. Luria,"Elaine Goodman Luria (; LUUR-ee-ə; born August 15, 1975) is an American politician and US Navy veteran who served as the U.S. representative from Virginia's 2nd congressional district from 2019 to 2023. Luria's congressional district included most of Hampton Roads, including all of Virginia Beach, Williamsburg, and Poquoson and parts of Norfolk and Hampton. Before running for Congress, she served as a naval officer for 20 years. Luria rose to the rank of commander and spent most of her career aboard ship. She defeated Republican incumbent Scott Taylor in 2018 and defeated him again in 2020, before losing her bid for a third term to Republican Jen Kiggans in 2022.",https://en.wikipedia.org/wiki/Elaine_Luria,https://upload.wikimedia.org/wikipedia/commons/9/9e/Rep._Elaine_Luria_official_photo%2C_117th_Congress.jpg
Mike Gallagher,"Michael John Gallagher (born March 3, 1984) is an American foreign policy advisor and Republican politician from Brown County, Wisconsin.  He served four terms in the United States House of Representatives, representing Wisconsin's 8th congressional district from 2017 until his resignation in April 2024.
While serving in the 118th United States Congress, Gallagher was the chairman of the House Select Committee on Competition with the Chinese Communist Party. He was a decisive vote against the impeachment of Homeland Security secretary Alejandro Mayorkas in February 2024, resulting in outrage directed against him from some members of his party. Days later, Gallagher announced he would not run for a fifth term in Congress. A month later, he announced he would not finish his term, and would resign effective April 19, 2024. He later moved his resignation to April 20, 2024, so he could vote in favor of aid to Ukraine, Israel, and Taiwan. Regional press reported that Gallagher would be taking a role with TitletownTech, a venture capital firm backed by Microsoft and the Green Bay Packers.
Before his election to Congress, Gallagher served as a military intelligence officer for seven years, including overseas deployments in the Iraq War, and worked as committee staff on the U.S. Senate Foreign Relations Committee. He is married to Broadway actress Anne Horak Gallagher.

",https://en.wikipedia.org/wiki/Mike_Gallagher_(American_politician),https://upload.wikimedia.org/wikipedia/commons/6/6e/Letter_to_Activision_Blizzard_October_18%2C_2019_-_Mike_Gallagher.png
Ashley Hinson,"Ashley Elizabeth Hinson (born June 27, 1983) is an American politician and journalist serving as the U.S. representative for Iowa's 2nd congressional district  since 2021. The district, numbered as the 1st district during her first term, covers much of northeastern Iowa, including Cedar Rapids, Waterloo, Cedar Falls, and Dubuque.
A member of the Republican Party, Hinson was the Iowa State Representative for the 67th district from 2017 to 2021, the first woman to represent the district. She won a seat in the United States House of Representatives in the 2020 election, narrowly defeating incumbent Democrat Abby Finkenauer. Hinson and Mariannette Miller-Meeks are the first Republican women to represent Iowa in the House.

",https://en.wikipedia.org/wiki/Ashley_Hinson,https://upload.wikimedia.org/wikipedia/commons/f/fe/Ashley_Hinson_Official_portrait.jpg
Sean Patrick Maloney,"Sean Patrick Maloney (born July 30, 1966) is an American lawyer and politician who served as the U.S. ambassador to the Organisation for Economic Co-operation and Development from 2024 to 2025. He formerly served as the U.S. representative from New York's 18th congressional district from 2013 to 2023. The district includes Newburgh, Beacon, and Poughkeepsie. A member of the Democratic Party, Maloney ran for New York Attorney General in 2018, coming in third place to Letitia James in the primary.
Born in Sherbrooke, Quebec, Canada, and raised in Hanover, New Hampshire, Maloney earned his Bachelor of Arts and Juris Doctor from the University of Virginia. He entered politics as a volunteer for Bill Clinton's 1992 presidential campaign and later served as his senior West Wing adviser and White House Staff Secretary.
Before being elected to Congress, Maloney worked as a software company executive and as an attorney. He was elected to the U.S. House in 2012, defeating Republican Party incumbent Nan Hayworth. He campaigned as a moderate and was a member of the centrist New Democratic Coalition while serving in Congress. He is the first openly gay person elected to Congress from New York State. He served as chair of the Democratic Congressional Campaign Committee from 2021 to 2023. In 2022, he lost reelection in New York's 17th congressional district to Republican Mike Lawler.

",https://en.wikipedia.org/wiki/Sean_Patrick_Maloney,https://upload.wikimedia.org/wikipedia/commons/a/a5/Sean_Patrick_Maloney%2C_U.S._Ambassador.jpg
K. Michael Conaway,"Kenneth Michael Conaway (born June 11, 1948) is an American politician who was the U.S. representative for Texas's 11th congressional district from 2005 to 2021. He is a member of the Republican Party. The district Conaway represented is located in West Texas and includes Midland, Odessa, San Angelo, Brownwood, and Granbury. Conaway led the investigation into Russian interference in the 2016 United States elections (with assistance from Trey Gowdy and Tom Rooney) after the Intelligence Committee chair, Devin Nunes, recused himself. Aside from serving as the chair of the House Ethics Committee, he served as the chair of the House Agriculture Committee, and later its ranking member. Conaway indicated in July 2019 that he would not be seeking reelection. Conaway was succeeded by fellow Republican August Pfluger.

",https://en.wikipedia.org/wiki/Mike_Conaway,https://upload.wikimedia.org/wikipedia/commons/0/0a/E-5_-_SPC5.svg
Warren Davidson,"Warren Earl Davidson (born March 1, 1970) is an American politician and former military officer serving as the U.S. representative for Ohio's 8th congressional district since 2016. The district includes a swath of suburban and exurban territory between Cincinnati and Dayton. Davidson is a member of the Republican Party.",https://en.wikipedia.org/wiki/Warren_Davidson,https://upload.wikimedia.org/wikipedia/commons/b/b7/Warren_Davidson_%2848514356137%29.jpg
"Gilbert Ray Cisneros, Jr.","Gilbert Ray Cisneros Jr. (born February 12, 1971) is an American government official, philanthropist, and politician who is a member of the United States House of Representatives, representing California's 31st congressional district since 2025. Cisneros, a Democrat, previously served as Under Secretary of Defense for Personnel and Readiness in the Biden administration and the U.S. representative for California's 39th congressional district from 2019 to 2021.
In 2010, he and his wife won a $266 million Mega Millions lottery jackpot and became philanthropists. He was elected to the House in 2018 to represent California's 39th congressional district. He was defeated in his 2020 bid for reelection by former California State Assembly member Young Kim, whom he had defeated in 2018. In April 2021, he was nominated by President Biden to serve as Under Secretary of Defense for Personnel and Readiness, and after confirmation by the Senate, he assumed office on August 24, 2021. 
On August 1, 2023, he announced he was stepping down from his position in the Pentagon in early September. On September 18, he announced his candidacy for California's 31st congressional district and defeated Republican Daniel Martinez in the 2024 election.",https://en.wikipedia.org/wiki/Gil_Cisneros,https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg
Patrick T. McHenry,"Patrick Timothy McHenry (born October 22, 1975) is an American politician who served as the U.S. representative for North Carolina's 10th congressional district from 2005 to 2025, which includes the communities of Hickory and Mooresville. He also chaired the House Financial Services Committee from 2023 to 2025. A member of the Republican Party, he served as a member of the North Carolina House of Representatives for one term before being elected to Congress.
McHenry served as a House Republican chief deputy whip from 2014 to 2019 and ranking member of the House Financial Services Committee from 2019 to 2023, of which he is now chair. McHenry acted  as Speaker pro tempore of the House for 22 days following the removal of Kevin McCarthy via a motion to vacate.
McHenry was the dean of the North Carolina's congressional delegation shared with fellow Representative Virginia Foxx.",https://en.wikipedia.org/wiki/Patrick_McHenry,https://upload.wikimedia.org/wikipedia/commons/4/4c/Donald_Trump_with_Patrick_McHenry.jpg
Pat Roberts,"Charles Patrick Roberts (born April 20, 1936) is a retired American politician and journalist who served as a United States senator from Kansas from 1997 to 2021. A member of the Republican Party, Roberts served 8 terms in the U.S. House of Representatives, from 1981 to 1997, before his election to the Senate.
Born in Topeka, Kansas, Roberts is a graduate of Kansas State University. He served as a First Lieutenant in the U.S. Marine Corps and worked as a newspaper reporter before entering politics in the late 1960s. He was elected to the U.S. House of Representatives in 1980 to succeed 1st District Congressman Keith Sebelius, for whom he had worked. He served eight terms in the House, including one as chairman of the House Agriculture Committee.
Roberts was first elected to the U.S. Senate in 1996. On the Intelligence Committee, he was responsible for an investigation into the intelligence failures prior to the 2003 invasion of Iraq. He was the dean of Kansas's congressional delegation and Chairman of the Senate Agriculture, Nutrition and Forestry Committee (ANF). He is the first person to chair both the House and the Senate agriculture committees.
On January 4, 2019, Roberts announced that he would not seek reelection in 2020. He was succeeded by Representative Roger Marshall of Great Bend on January 3, 2021.",https://en.wikipedia.org/wiki/Pat_Roberts,https://upload.wikimedia.org/wikipedia/commons/9/91/Chairman_Kika_de_la_Garza_and_Pat_Roberts_at_a_meeting_of_the_U.S._House_Committee_on_Agriculture.jpg
Hakeem S. Jeffries,"Hakeem Sekou Jeffries ( hah-KEEM; born August 4, 1970) is an American politician and attorney who has served as House minority leader and Leader of the House Democratic Caucus since 2023. He has been the U.S. representative for New York's 8th congressional district since 2013 and was a member of the New York State Assembly from 2007 to 2012.
Jeffries was born and raised in Crown Heights, in the New York City borough of Brooklyn. He attended law school at New York University, graduating with honors and becoming a corporate lawyer before running for elected office. Both his state assembly district and congressional district are anchored in Brooklyn.
In Congress, Jeffries chaired the House Democratic Caucus from 2019 to 2023. The members of the caucus unanimously elected him to succeed Nancy Pelosi as leader in November 2022. This made him the first African American to lead a party in either chamber of the United States Congress.",https://en.wikipedia.org/wiki/Hakeem_Jeffries,https://upload.wikimedia.org/wikipedia/commons/9/98/Ambox_current_red.svg
Greg Gianforte,"Gregory Richard Gianforte ( JEE-ən-FOR-tay; born April 17, 1961) is an American politician, businessman, and software engineer serving as the 25th governor of Montana since 2021. A member of the Republican Party, Gianforte served as the U.S. representative for Montana's at-large congressional district from 2017 to 2021.
In 1997, Gianforte and his wife, Susan, co-founded RightNow Technologies, a customer relationship management software company. The company went public in 2004; by that time, it employed over 1,000 workers. RightNow Technologies was acquired by Oracle Corporation for $1.5 billion in 2011.
In 2016, Gianforte ran for governor of Montana as the Republican nominee, losing to incumbent governor Steve Bullock. In May 2017, Gianforte defeated Democratic nominee Rob Quist in a special election for Montana's at-large congressional seat to fill a vacancy created by the appointment of Ryan Zinke as U.S. Secretary of the Interior. Gianforte was convicted of misdemeanor assault in state court in June 2017 stemming from an assault on The Guardian political reporter Ben Jacobs in May 2017. He was fined and sentenced to community service and anger management therapy. Gianforte was reelected in 2018, defeating Democratic nominee Kathleen Williams.
Gianforte did not seek reelection to the House of Representatives in 2020 and instead was a candidate in the 2020 Montana gubernatorial election. In the November general election, he defeated incumbent lieutenant governor Mike Cooney. He is the first Republican to serve as governor of Montana since Judy Martz left office in 2005. He defeated Democrat Ryan Busse in the 2024 Montana gubernatorial election, becoming the first Republican to be elected governor of Montana twice since Marc Racicot in 1996.",https://en.wikipedia.org/wiki/Greg_Gianforte,https://upload.wikimedia.org/wikipedia/commons/2/2a/20200224-JJP-MT-SMTReConnect018_%2849585528736%29.jpg
Joseph D. Morelle,"Joseph D. Morelle ( mə-RELL-ee; born April 29, 1957) is an American politician serving as the U.S. representative for New York's 25th congressional district since 2018. A Democrat, he was formerly a member of the New York State Assembly representing the 136th Assembly district, which includes eastern portions of the City of Rochester and the Monroe County suburbs of Irondequoit and Brighton. Speaker Sheldon Silver appointed him as majority leader of the New York State Assembly in January 2013 and Morelle served as acting speaker in the Speaker's absence. He was elected to the United States House of Representatives for New York's 25th congressional district in November 2018 following the death of longtime Representative Louise Slaughter.",https://en.wikipedia.org/wiki/Joseph_Morelle,https://upload.wikimedia.org/wikipedia/commons/d/de/Garth_Fagan%2C_NYS_Assemblyman_Joseph_Morelle%2C_NYS_Senator_James_Alesi%2C_and_Nazareth_College_President_Daan_Braveman.jpg
Bill Cassidy,"William Morgan Cassidy (born September 28, 1957) is an American physician and politician serving as the senior United States senator from Louisiana, a seat he has held since 2015. A member of the Republican Party, he served in the Louisiana State Senate from 2006 to 2009 and in the U.S. House of Representatives from 2009 to 2015.
Born in Highland Park, Illinois, Cassidy is a graduate of Louisiana State University (LSU) and LSU School of Medicine. A gastroenterologist, he was elected to the Louisiana State Senate from the 16th district which included parts of Baton Rouge, in 2006. In 2008, he was elected as the U.S. representative for Louisiana's 6th congressional district, defeating Democratic incumbent Don Cazayoux. Cassidy was elected to the Senate in 2014, defeating Democratic incumbent Mary Landrieu. He was reelected in 2020.
Cassidy is an outspoken critic of Donald Trump. In 2021, he was one of seven Republican senators to vote to convict Trump of incitement of insurrection in his second impeachment trial. As a result, the Republican Party of Louisiana censured him. In 2023, after Trump was indicted for mishandling classified documents, Cassidy called for Trump to drop out of the 2024 presidential election. After Trump secured the Republican nomination, Cassidy declined to endorse him in the general election, but has since rekindled his support for Trump.
Cassidy is the current Chair of Senate HELP Committee.",https://en.wikipedia.org/wiki/Bill_Cassidy,https://upload.wikimedia.org/wikipedia/commons/9/90/Bill_Cassidy_at_Hudson_Institute.jpg
Lloyd Smucker,"Lloyd Kenneth Smucker (born January 23, 1964) is an American politician serving as the U.S. representative from Pennsylvania's 11th congressional district, which includes Lancaster County and most of southern York County. He is a member of the Republican Party and represented the 16th district until the Supreme Court of Pennsylvania redrew it in 2018 due to gerrymandering. He was a member of the Pennsylvania State Senate for the 13th district from 2009 to 2016.",https://en.wikipedia.org/wiki/Lloyd_Smucker,https://upload.wikimedia.org/wikipedia/commons/4/48/Lloyd_Smucker_Official_Congressional_Photo.jpg
Kelly Loeffler,"Kelly Lynn Loeffler ( LEF-lər; born November 27, 1970) is an American businesswoman and politician who served as a United States senator from Georgia from 2020 to 2021. Loeffler was announced as the presumptive nominee for the Administrator of the Small Business Administration on December 5, 2024 by President-elect Trump.
Loeffler was chief executive officer (CEO) of Bakkt, a subsidiary of commodity and financial service provider Intercontinental Exchange, of which her husband, Jeffrey Sprecher, is CEO. She is a former co-owner of the Atlanta Dream of the Women's National Basketball Association (WNBA). Loeffler is a member of the Republican Party.
Brian Kemp, the Republican governor of Georgia, appointed Loeffler to the U.S. Senate in December 2019 after Senator Johnny Isakson resigned for health reasons. Loeffler ran in the 2020 Georgia U.S. Senate special election, seeking to hold the seat until January 2023. She finished second in the November 3 election, advancing to a runoff with Democrat Raphael Warnock held on January 5, 2021, where she lost.  That same day, her fellow Georgia senator David Perdue also lost his bid for re-election. When Perdue's term ended on January 3, 2021, Loeffler ascended to be the senior senator from Georgia, a position she held for just under three weeks until Warnock was sworn in.
Loeffler aligned with President Donald Trump in her time in the Senate, touting a ""100 percent Trump voting record"" during her campaigns. After the November 2020 election, Loeffler and Perdue claimed without evidence that there had been unspecified failures in the 2020 U.S. presidential election, and called for the resignation of Georgia secretary of state Brad Raffensperger, who rejected the accusations. She later supported a lawsuit by Trump allies seeking to overturn the election results, and also announced her intention to object to the certification of the Electoral College results in Congress. After the attack on the U.S. Capitol on January 6, 2021, Loeffler announced that she would withdraw her objection to the certification of the electoral votes and later voted to certify. 
Loeffler was chosen by president-elect Trump to co-chair his inaugural committee in his upcoming second presidency, along with Steve Witkoff. She was also chosen as Trump's nominee to lead the Small Business Administration.",https://en.wikipedia.org/wiki/Kelly_Loeffler,https://upload.wikimedia.org/wikipedia/commons/3/31/Kelly_Loeffler.jpg
Roger Marshall,"Roger Wayne Marshall (born August 9, 1960) is an American politician, physician, and former military officer serving as the junior United States senator from Kansas since 2021. A member of the Republican Party, he served from 2017 to 2021 as the U.S. representative for Kansas's 1st congressional district, a mostly rural district covering much of the western and northern parts of the state.
An obstetrician, Marshall was first elected to Congress in 2016, defeating incumbent Tim Huelskamp in the Republican primary for Kansas's 1st congressional district. On September 7, 2019, he announced his bid for the United States Senate in the 2020 election; he sought the seat being vacated by Pat Roberts. Marshall won the August 4 Republican primary and was elected on November 3, defeating Democratic nominee Barbara Bollier. Marshall was sworn in on January 3, 2021.
On January 6, 2021, Marshall joined a group of Republican senators led by Josh Hawley and Ted Cruz in support of the objections to Pennsylvania's and Arizona's electoral votes, both of which were rejected by the Senate, 92-7 and 93-6 respectively.

",https://en.wikipedia.org/wiki/Roger_Marshall,https://upload.wikimedia.org/wikipedia/commons/d/dd/Roger_Marshall_official_portrait_%28sqare_cropped%29.jpg
Harley Rouda,"Harley Edwin Rouda Jr. (born December 10, 1961) is an American attorney, businessman and politician who served as the U.S. representative for California's 48th congressional district from 2019 to 2021. He was the first Democrat to represent the district, which encompasses southwestern coastal portions of Orange County including the cities of Huntington Beach, Costa Mesa and Newport Beach.
Rouda first ran for office in the 2018 election, when he defeated 15-term Republican incumbent Dana Rohrabacher. He was defeated for reelection by Orange County Supervisor Michelle Steel in 2020. After considering running for Congress in the 2022 elections, Rouda announced he would not seek any public office that cycle.
On January 11, 2023, Rouda announced his candidacy for California's 47th congressional district, the House seat to be vacated by incumbent Katie Porter. Three months later Rouda announced he was ending his campaign, citing health concerns.",https://en.wikipedia.org/wiki/Harley_Rouda,https://upload.wikimedia.org/wikipedia/commons/3/32/2020CA48primary.svg
Tim Kaine,"Timothy Michael Kaine ( KAYN; born February 26, 1958) is an American lawyer and politician serving as the junior United States senator from Virginia since 2013. A member of the Democratic Party, he served as the 70th governor of Virginia from 2006 to 2010, and as the 38th lieutenant governor of Virginia from 2002 to 2006. Kaine was the Democratic nominee for vice president of the United States in the 2016 election as Hillary Clinton's running mate.
Born in Saint Paul, Minnesota, Kaine grew up in Overland Park, Kansas, graduated from the University of Missouri in Columbia, Missouri, and earned a Juris Doctor degree from Harvard Law School before entering private practice and becoming a lecturer at the University of Richmond School of Law. He was first elected to public office in 1994, when he won a seat on the Richmond city council. He was elected mayor of Richmond in 1998 and held that position until being elected lieutenant governor of Virginia in 2001. Kaine was elected governor of Virginia in 2005 and held that office from 2006 to 2010. He chaired the Democratic National Committee from 2009 to 2011. In 2012, Kaine was elected to the U.S. Senate, defeating former Virginia governor and senator George Allen.
On July 22, 2016, Hillary Clinton introduced Kaine as her vice-presidential running mate. The 2016 Democratic National Convention nominated him on July 27. Despite winning a plurality of the national popular vote, the Clinton–Kaine ticket lost the Electoral College, and therefore the election, to the Republican ticket of Donald Trump and Mike Pence on November 8, 2016. Kaine was reelected to a second Senate term in 2018, defeating Republican Corey Stewart. He was reelected for a third term in 2024, defeating Republican nominee Hung Cao.",https://en.wikipedia.org/wiki/Tim_Kaine,https://upload.wikimedia.org/wikipedia/commons/e/ee/Clinton_Kaine.svg
Grace Meng,"Grace Meng (Chinese: 孟昭文; born October 1, 1975) is an American lawyer and politician serving as the U.S. representative for New York's 6th congressional district since 2013. A member of the Democratic Party, her district is situated within the New York City borough of Queens; it includes Bayside, East Elmhurst, Elmhurst, Flushing, Forest Hills, Fresh Meadows, Glendale, Jackson Heights, Kew Gardens, Maspeth, Middle Village, and Rego Park. Meng represented the 22nd district in the New York State Assembly from 2009 until 2012. She is the first Asian American elected to the United States Congress from New York.",https://en.wikipedia.org/wiki/Grace_Meng,https://upload.wikimedia.org/wikipedia/commons/4/49/Congressional_Delegation_visit_%289671729098%29.jpg
Adam Kinzinger,"Adam Daniel Kinzinger (; born February 27, 1978) is an American politician, senior political commentator for CNN, and former lieutenant colonel in the Air National Guard. He served as a United States representative from Illinois from 2011 to 2023. A member of the Republican Party, Kinzinger originally represented Illinois's 11th congressional district and later Illinois's 16th congressional district.
Kinzinger was first elected to Congress in 2010 from the 11th district. His district was largely merged with the 16th after the 2010 census, and Kinzinger transferred to the 16th after defeating its incumbent, Don Manzullo, in the Republican primary. After President Donald Trump lost the 2020 presidential election, Kinzinger became known for his vocal opposition to Trump's claims of voter fraud and attempts to overturn the results.
Kinzinger did not seek reelection to Congress in 2022. After leaving office, he joined CNN as a senior political commentator.",https://en.wikipedia.org/wiki/Adam_Kinzinger,https://upload.wikimedia.org/wikipedia/commons/2/24/Adam_Kinzginer_at_event.jpg
Donna E. Shalala,"Donna Edna Shalala ( shə-LAY-lə; born February 14, 1941) is an American politician and academic who served in the Carter and Clinton administrations, as well as in the U.S. House of Representatives from 2019 to 2021. Shalala is a recipient of the Presidential Medal of Freedom, which she was awarded in 2008, and, on August 16, 2023, assumed the role of Interim President of The New School, a university in New York City.
Shalala earned a bachelor's degree from Western College for Women in 1962 and served in the Peace Corps. In 1970, she earned a PhD from the Maxwell School of Citizenship and Public Affairs at Syracuse University. Shalala later worked as a professor at Baruch College and at Teachers College, Columbia University and was appointed as assistant secretary for policy development and research at the U.S. Department of Housing and Urban Development by President Jimmy Carter. Shalala became the president of Hunter College in 1980, serving until 1988 when she became chancellor of the University of Wisconsin–Madison.
From 1993 to 2001, Shalala served as the 18th United States Secretary of Health and Human Services under President Bill Clinton. Shalala served as HHS secretary for all eight years of the Clinton administration, becoming the nation's longest-serving HHS secretary. She is the first Lebanese-American to serve in a Cabinet position. Shalala served as president of the University of Miami from 2001 through 2015, and also taught at the university during that period. She was president of the Clinton Foundation from 2015 to 2017.
A member of the Democratic Party, Shalala was elected to the U.S. House of Representatives from Florida's 27th congressional district in 2018. She served one term in the House before being defeated in the 2020 election by María Elvira Salazar in an upset.",https://en.wikipedia.org/wiki/Donna_Shalala,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bill_Clinton.jpg
Kathy Castor,"Katherine Anne Castor ( KASS-tər; born August 20, 1966) is an American politician and lawyer currently representing Florida's 14th congressional district in the United States House of Representatives, serving since 2007. The district, numbered as the 11th district from 2007 to 2013, is based in Tampa. A Democrat, Castor was a member of the Hillsborough County Commission.
The daughter of former Florida state senator, president of the University of South Florida, and Florida education commissioner Betty Castor, Kathy Castor was born in Miami and raised in Tampa. She graduated from Emory College and the Florida State University College of Law. After law school, Castor primarily worked in public administration law. She was first elected to the House in 2006 and has been reelected nine times.",https://en.wikipedia.org/wiki/Kathy_Castor,https://upload.wikimedia.org/wikipedia/commons/7/71/Kathy_Castor.jpg
Thomas Massie,"Thomas Harold Massie (born January 13, 1971) is an American politician and former engineer. A member of the Republican Party, Massie has been the United States representative for Kentucky's 4th congressional district since 2012. The district covers much of northeastern Kentucky, but is dominated by the Kentucky side of the Cincinnati area and Louisville's eastern suburbs.
Before joining Congress, Massie was judge-executive of Lewis County, Kentucky, from 2011 to 2012. He also founded a startup company based in Massachusetts, where he previously studied at the Massachusetts Institute of Technology.
Massie is known for his advocacy of limited government, fiscal responsibility, and individual liberties, often aligning with libertarian principles in his voting record. Massie has been described as a libertarian Republican and a member of the Tea Party movement, which backed his candidacy for Congress in 2012. Additionally, Massie has described himself as a ""constitutional conservative,"" stating that his political philosophy is rooted in the belief that ""the federal government should be strictly limited by the Constitution.""",https://en.wikipedia.org/wiki/Thomas_Massie,https://upload.wikimedia.org/wikipedia/commons/f/f9/2012_Kentucky%27s_4th_congressional_district_Republican_primary_election_results_map_by_county.svg
